,id,url,tytul,opis,cena,prywatne,model,rok_produkcji,paliwo,przebieg,pojemnosc,skrzynia_biegow,kraj_pochodzenia,moc
10,1008504223,https://www.olx.pl/d/oferta/bmw-e39-530i-m54b30-m-pakiet-felgi-19-wnetrze-individual-CID5-ID16fA19.html,BMW E39 530i M54B30 M Pakiet Felgi 19 Wnętrze individual,"Witam..Sprzedam BMW E39 530i LPG Manual 2002r..Mam ją 2 lata i zainwestowałem bardzo dużo, zrobiłem 10tyś km, przez ten czas zrobiłem nowe :.- amortyzatory i sprężyny.- hamulce przód i tył.(tarcze, klocki, zestaw ręcznego).- instalacja LPG nowa.- zestaw sprzęgła i dwumasy.- chłodnica wody i pompa wody.- nowa pokrywa zaworów.- vanosy po regeneracji.- uszczelniacze zaworowe.- kolektory wydechowe sportowe.- radio Android 8/128gb.- lampy przód Xenon (przerobione z soczewką Evo x, bardzo ładnie świecą).- Felgi nowe 19 9.5j i 11j + nowe opony.I wiele innych rzeczy..Zapraszam na oględziny.",38200,True,Seria 5,2002,LPG,349000,2979.0,Manualna,Polska,231.0
11,1033997445,https://www.olx.pl/d/oferta/na-sprzedaz-bmw-e46-330xd-3-0-diesel-automat-4x4-zadbane-gwarancja-CID5-ID17YxY9.html,Na Sprzedaz BMW E46 330xd 3.0 diesel Automat 4x4 Zadbane/Gwarancja,"Witam serdecznie !!.RATY!!!RATY!!!RATY!!!RATY!!!RATY!!!.+25% Doliczmy do Ceny Auta.50% Pierwsza Wpłata.Drugie 50% Dzielimy Od 2 do 6 Rat.Sprzedam niezawodny i zadbany samochód BMW E46 330xd. Auto zarejestrowane w Polsce, gotowe do jazdy bez dodatkowych nakładów..Główne informacje:.• Silnik: 3.0 diesel , pracuje bez zarzutu..• Stan: Świetny, niedawno przeszło pełen serwis techniczny..• Przebieg: 236.000km..• Skrzynia biegów: Automatyczna ..• Karoseria: Jak na założonych zdjęciach , prezentuje się bardzo dobrze..Wyposażenie:.• Klimatyzacja, która działa świetnie o każdej porze roku..• Elektryczny pakiet: szyby, lusterka..• Centralny zamek z pilotem..• Dodatkowe udogodnienia:.* Podgrzewane Fotele.* Czujniki parkowania.Zalety:.•Dostawa samochodu na terenie całej Polski po uzgodnieniu..•Wszystkie dokumenty są w porządku, ubezpieczenie i przegląd techniczny są ważne..Jeśli szukasz samochodu, który łączy niezawodność, komfort i ekonomię, ten BMW E46 330xd jest idealnym wyborem. Zapraszamy do oględzin i na jazdę próbną..Chętnie zamienimy!.Przyjmiemy Twoje auto w rozliczeniu!.Zadzwoń pod numer , aby dowiedzieć się więcej lub umówić się na spotkanie..Samochód znajduje się pod adresem: Chełmżyńska 165 04-464 Warszawa ..Pracujemy codziennie :.od 10:00 do 20:00.Wystawiamy Fakture VAT MARZA - Jestescie Panstwo zwolnieni z oplaty skarbowej 2% :) !.Przed przyjazdem koniecznie sprawdź dostępność.",8500,False,Seria 3,2003,Diesel,236000,3000.0,Automatyczna,Polska,204.0
12,1029306888,https://www.olx.pl/d/oferta/bmw-e46-1999-r-m52b28tu-driftdaily-CID5-ID17ERK0.html,"BMW E46, 1999 r., M52B28tu, driftdaily","Sprzedam eleganckie driftdaily BMW E46, w najbardziej praktycznej budzie, czyli touring,.Pod maską M52B28tu, głowica robiona przez poprzednika, zdrowy, wszystko pouszczelniane, podaje aż miło..- Klimka, tempomat, szyber, nagłośnienie Harman-Kondon, wnętrze seria, kierunki ala USA..- Zrobione milion rzeczy serwisowych, żeby je odszczurzyc po poprzednikach..- Mini pakiet driftera: dyfer spaw 3.38, wspawane wzmocnienia wózka, wózek odmalowany na poli, hydro Reverselab, short shifter CNC71, sprzegło kevlar.- Nawiert piast na 5x114, zrobiony średnio xD, ale japońskie kółeczka normalnie da się założyć..- Regulowane wahacze tył, koszyki tylnych wahaczy wzdłużnych z większą regulacją.- Poszerzone nadkola przód/tył z blachy.- Mocniejsza pompa wspomy z VW + dołożona chłodnica..- Ori hak wypinany.Lakier średni, buda nosi ślady walki. Spód zdrowy, progi, podłoga git..Mechanicznie jest bardzo dobrze, zrobi 1000km na strzała, pojedzie na tor, poupala i wróci..Cena na stylingach z praktycznie nowymi zimówkami..Mogę wziąć w rozliczeniu jakiegoś gruza trzymającego się kupy na zimę pokroju E36, W202 do 5k + gotówka.",12000,True,Seria 3,1999,Benzyna,320000,2793.0,Manualna,Kanada,192.0
13,1017817880,https://www.olx.pl/d/oferta/sprzedam-zadbanego-peugeot-308-sw-CID5-ID16SEWq.html?reason=extended_search_extended_s2v,Sprzedam zadbanego Peugeot 308 sw,Witam. Sprzedam samochód Peugeot 308 sw 2010 rok zadbany. Pierwszy właściciel w kraju. Auto sprowadzone z Niemiec.,13000,True,308,2010,Diesel,246775,1600.0,Manualna,Niemcy,112.0
14,1033446602,https://www.olx.pl/d/oferta/bmw-x5-e53-2001-silnik-3-0-diesel-m57-sprawna-felgi-19cali-ladna-mocna-CID5-ID17VeFA.html,BMW X5 E53 2001 silnik 3.0 diesel M57 sprawna felgi 19cali ładna mocna,"Na sprzedaż BMW X5 E53 z 2001 roku, silnik 3.0 diesel (M57), skrzynia automatyczna..auto porobione.dołożony program z boxa niemieckiego robi robotę.w środku czarny sufit do kompletu.fotele ładne bez dziur i bez przetarć.• Rok produkcji: 2001.• Silnik: 3.0 diesel, 184 KM.• Skrzynia: automatyczna.• Napęd: 4x4.• Kolor: niebieski.• Wyposażenie:.elektryczne szyby,.ABS, ESP,.• Skórzane fotele z pamięcią ustawień,.• Elektrycznie regulowane siedzenia i kierownica,.• Klimatyzację,.• Tempomat,.• Wielofunkcyjną kierownicę,.• Czujniki parkowania.Automatyczna skrzynia działa prawidłowo, zmienia biegi płynnie bez szarpnięć. Zawieszenie ciche – nic nie stuka..całe wyposażenie jest sprawne.Klima chłodzi.fotele grzeją.elektryka sprawna.jak widać auto było używane przez fana marki.specjalne felgi z rożnym et szersze z tyłu prezentują się znakomicie.auto ma swoje lata znajda się zarysowania i miejsca do poprawki jednak całość prezentuje się bardzo ładnie i z charakterem.bez dziur i bez korozji.po zakupie wymieniono nowy olej.plus filtry.nowy amortyzator prawy nowe gumy z tylu.nowe swiece zarowe i uszczelki kolektora ssacego.nie mam nic do ukrycia zgadzam się na wjazd na stacje kontroli pojazdów.auto nie jest pognite od spodu.przeglad do 10.2026.oc do 10.2026",16000,True,X5,2001,Diesel,419532,2999.0,Automatyczna,Austria,181.0
15,1031799930,https://www.olx.pl/d/oferta/bmw-e39-523i-1998-CID5-ID17Pkim.html,BMW E39 523i 1998,"Witam, mam do sprzedania bmw e39 523i. Auto posiadam od prawie 3 lat. Silnik m52b25 2.5L Benzyna 170KM. Założona jest instalacja LPG, homologacja do 2026 roku. Spalanie 11-12L/100km, dzięki instalacji jazda niskim kosztem. Z rzeczy mechanicznych były zrobione:.-czujnik położenia wału.-chłodnica.-przegub wału napędowego.-pompa wody do chłodnicy.-niedawno wymieniona skrzynia (Getrag).-serwis olejowy 2tys km temu.-podstawa filtra oleju.-wahacze lewy przód.Poprzedni właściciel wymieniał cały silnik, lecz nie mam dokładnych informacji kiedy..Nic nie przecieka, nie bierze oleju..Do zrobienia teraz lub w najbliższym czasie: ręczny, klocki i tarcze ale nie wszystkie..Wentylator klimatyzacji był zrobiony, klima działała przez 2 miesiące i padła, być może nieszczelność- do sprawdzenia i zrobienia..Dwie nowe opony letnie i wraz z samochodem zestaw 4 opon zimowych (mają przejechany jeden sezon).Wyposażenie:.-welurowe siedzenia.-kierownica i gałka zmiany biegów mpakiet oryginalnie.-radio ALPINE z bluetooth.-wszystkie szyby elektryczne.-dwustrefowa klima.-tempomat.-alufelgi 16 cali.Siedzisko fotela kierowcy obszyte na nowo..Stan blacharski widoczny na zdjęciach, jest kilka parkingówek, trochę rys. Końcówki progów lekko bierze rdza, ale jest za co podnieść. Jest kilka odprysków na drzwiach i błotnikach. Na klapie bagażnika i listwie pod klapą jest kilka ognisk rdzy, lecz zaszpachlowane przez prawdopodobnie poprzedniego właściciela. Róg drzwi kierowcy lekko podżera. W takim mniej więcej stanie kupiłem auto, ogniska rdzy nie uległy pogorszeniu, jedynie to w rogu drzwi kierowcy..Malowana była maska, dach, zderzak, prawy przedni błotnik i drzwi kierowcy. Były dwie kolizje. Pierwsza- na parkingu został wgnieciony błotnik i drzwi pasażera, uderzone przez inne auto. Druga kolizja- dostał zderzak i prawy przedni błotnik..Przegląd ważny do połowy listopada, OC do 30.06.2026..Cena: 7900 do negocjacji.Zainteresowanych zapraszam do kontaktu w wiadomości prywatnej",7900,True,Seria 5,1998,LPG,394500,2494.0,Manualna,Niemcy,170.0
16,1031367840,https://www.olx.pl/d/oferta/bmw-435i-306km-automat-8hp-harmankardon-adaptive-led-m4-styl-CID5-ID17NwTa.html,BMW 435i 306KM | Automat 8HP| HarmanKardon | Adaptive Led | M4 Styl |,"BMW 435i 2015.Na sprzedaż moje prywatne auto, które osobiście sprowadziłem z USA z niewielką szkodą. Posiadam zdjęcia z uszkodzeń oraz z prowadzonych prac przy naprawie. Można również samemu po numerze vin sprawdzić uszkodzenia w Google..Silnik to 3.0 R6 TwinTurbo 306KM (N55 EWG).Skrzynia automatyczna ZF 8HP.Przebieg auta 115tys. kilometrów.Z wyposażenia:.Fotele skórzane w pełni elektryczne z pamięcią.Nagłośnienie Harman-Kardon (przepięknie gra jak na fabryczne nagłośnienie).Szyberdach.Adaptacyjne reflektory LED (gamechanger jazdy nocą).HeadUp display.Duża nawigacja NBT.Keyless Go.Auto mechanicznie nie wymaga żadnej interwencji, wszystko działa jak powinno, ma pełną moc, żadnych błędów..Świeże hamulce przód tył, olej z filtrami zmieniony 2tys km temu.Od siebie założyłem do auta zderzaki oraz lotkę stylizowane na BMW M4..Mechanicznie auto jest w pełni seryjne i nic nie było kombinowane, a moc nie była podnoszona..Lakierniczo to maska posiada zarysowania i delikatnie przytarty jest prawy błotnik tylni (prawdopodobnie ktoś nieudolnie prowadził prace detailingowe, lakier w tym miejscu wygląda jakby ktoś go przytarł - mogę podesłać dodatkowe zdjęcia szczegółowe)..Posiadam dużo zdjęć samochodu, które chętnie podeślę w prywatnej wiadomości..Zamiana możliwa, ale tylko i wyłącznie na mocnego diesla lub BMW E82 135i (tylko N55!). Nie biorę pod uwagę ciągników, lawet, kamperów itd.Pozdrawiam,.Krzysztof.",79999,True,Seria 4,2015,Benzyna,115000,2996.0,Automatyczna,Polska,306.0
17,1034372749,https://www.olx.pl/d/oferta/bmw-e36-2-0-turbo-CID5-ID1807Br.html,BMW E36 2.0 Turbo,"Witam, sprzedam swoją zabawkę BMW E36 sedan.M50B20NV po remoncie 2000km temu, odprężone przekładką od k64.Góra poskręcana na arp.Turbo gt28.Wtryski Siemens 440cc.Ic fmic 550x230x65.Blow off fmic.Chłodnica m3 325tds + wentylator spal.Chłodnica oleju 15 rzędowa.Wystrojone na decie.Wszystkie hamulce z e46 330.Z tyłu dodatkowe zaciski też z 330 wypiaskowane pomalowane i zregenerowane na oddzielnym układzie z odkręcanym hydraulicznym ręcznym na pompce willwooda..Wzmocnienia wózka wspawane i elegancko zabezpieczone.Progi nowe wspawane.Podłoga też pospawana w paru miejscach.Napęd.Skrzynia getrag.Wał ori 2.0.Dyfer też 2.0 3.44.Półosie Piasty flansze e39 3.0d.Całe tylne zawieszenie na poliuretanach wypiaskowane i pomalowane proszkowo.Regulowane wachacze dolne.Rozporka (przód - dolna i górna) + tył.Zawieszenie przód mts, tył t4, plus twarda sprężyna.Fotele sportsize z bmw e90 i kanapa wrzucona tylko żeby była.I dużo więcej rzeczy o których zapomniałem napisać.296 KM / 352 NM.Do zrobienia tuleje na przednich wachaczach.Cena do negocjacji.Zapraszam tylko naprawdę zainteresowanych, dla konkretnego kupca dorzucę dużo gratów.Pozdrawiam",24500,True,Seria 3,1992,Benzyna,325000,2000.0,Manualna,Polska,
18,992541303,https://www.olx.pl/d/oferta/bmw-e60-3-0d-sedan-CID5-ID15aBkH.html,BMW E60 3.0D Sedan,"Witam posiadam na sprzedaż mój prywatny samochód BMW E60 3.0D 218km samochód posiada program na 271km 600nm co przekłada się na to że samochód jest bardzo dynamiczny średnie spalanie samochódu wynosi 9,5l na 100km.W zeszłym roku w samochodzie wymienione wszystkie wachacze z przodu łączniki oraz gumy 3 miesiące temu założone nowe lampy z przodu Bi led świecą bardzo dobrze i mocno.Niedawno wyniniony olej w skrzyni biegów wraz z filtrem.Tydzień temu zrobiony pełny serwis klimatyzacji wraz z nabiciem.Więcej informacji podam telefonicznie chętnych zapraszam",28900,True,Seria 5,2005,Diesel,420000,2993.0,Automatyczna,Polska,218.0
19,1031539947,https://www.olx.pl/d/oferta/bmw-e61-3-0-disel-CID5-ID17OeF5.html,BMW E61 3.0 Disel,"BMW E61 3.0 Diesel Automat 2006r – Zadbane, Bezawaryjne.Sprzedam BMW Serii 5 E61 z niezawodnym silnikiem 3.0 Diesel oraz automatyczną skrzynią biegów..Auto z 2006 roku, przebieg 464 200 km. Samochód w pełni sprawny, użytkowany na co dzień..Dane podstawowe:.Rok produkcji: 2006.Silnik: 3.0 Diesel (moc 231 KM).Skrzynia: automat.Przebieg: 464 200 km.Nadwozie: kombi.Napęd: tylny.Kolor: szary.Wyposażenie:.Klimatyzacja automatyczna dwustrefowa.Skórzana tapicerka.Tempomat.Nawigacja.Czujniki parkowania przód/tył.Elektryczne szyby i lusterka.Radio CD / AUX/BLUETOOTH.ABS, ESP.Drugi komplet kół na alu felgach.Centralny zamek, 2 kluczyki.Stan techniczny:.Auto regularnie serwisowane, wszystko działa jak należy..Silnik suchy i mocny, skrzynia płynnie zmienia biegi..Zawieszenie w dobrym stanie, bez luzów..Ubezpieczenie i przegląd aktualne..Cena: 19900 do negocjacji.Lokalizacja: Radzyń Podlaski.Do obejrzenia po wcześniejszym kontakcie..Tel: 66*****17",19000,True,Seria 5,2006,Diesel,264200,3000.0,Automatyczna,Polska,231.0
20,1035318678,https://www.olx.pl/d/oferta/bmw-e36-1-8-compact-gaz-sekwencja-klimatyzacja-grzane-siedzenia-CID5-ID1845Gm.html,Bmw E36 1.8 Compact * Gaz Sekwencja * Klimatyzacja * Grzane Siedzenia,"Sprzedam Bmw e36 Compact 1.9 benzyna z Gaz Sekwencja brc..Klimatyzacja.Grzane siedzenia.Pojazd po starszym Panu, jeździł tym 15 lat , właściciel 83 lata.",3999,True,Seria 3,1998,LPG,282747,1900.0,Manualna,Polska,
21,1013219482,https://www.olx.pl/d/oferta/bmw-e60-sedan-2008-r-CID5-ID16zmFI.html,BMW E60 SEDAN 2008 r.,"BMW e60 528i B+G 2008r o mocy 231 kM.WBANU53568C111089.Silnik n52b30 z bezpośrednim wtryskiem.BMW sprowadziłem z USA w 2010 r z przebiegiem ok. 10 000 km.dwa lata po zakupie została zamontowana instalacja gazowa.butla gazowa ważna jeszcze 5 lat.Fotele grzane z pamięcią ustawień dla kierowcy -.Lampy przednie bixenon.Usterka ogrzewania oparcia kierowcy..Radio z CD 6 głośników.Czujniki deszczu.Czujniki zmierzchu.4x elektryczne szyby.Elektryczne lusterka.Elektryczny szyberdach.Elektrycznie regulowana kierownica z pamięcią.2-strefowa automatyczna klimatyzacja itd.Olej wymieniany co 15 tys..Nowe tarcze i klocki przednie..Nowy skraplacz klimatyzacji.Samochód sprowadzony w 2010 r. po stłuczce , naprawiany w USA,.przegląd aktualny do marca 2026r., OC ważne do czerwca 2026r..Eksploatacyjne usterki lakieru..Żadna zamiana tylko sprzedaż",28000,True,Seria 5,2008,LPG,223000,3000.0,Automatyczna,Stany Zjednoczone,231.0
22,1032462409,https://www.olx.pl/d/oferta/bmw-e36-cabrio-320i-lpg-CID5-ID17S6Dw.html,Bmw E36 cabrio 320i lpg,"Sprzedam BMW E36 cabrio z silnikiem benzynowym 2.0 R6 z vin.Samochód 1994 roku.LPG ważne do 32 roku.Do naprawy blacharka.2 dachy.PT, OC rok.Zarejestrowany na mnie.Mogę wysłać zdjęcie, filmik na Whatsapp.Proszę pisać, nie odpowiadam na telefon.Interesuje sprzedaż lub zamiana na busa 6-9osob lub E36 sedan z silnikiem 2.0 ta więcej z LPG lub diesel 2.5",12999,True,Seria 3,1994,LPG,38000,2000.0,Manualna,Polska,150.0
23,762744238,https://www.olx.pl/d/oferta/bmw-seria-3-e-30-1-8i-waska-lampa-CID5-IDPCoCq.html,BMW Seria 3 E-30 1.8i Wąska lampa,"Witam!.Sprzedam BMW E-30 1.8i wąska lampa.Auto na żółtych blachach (KOLEKCJONERSKIE-ZABYTKOWE).Auto w 95% orginał, sporządzone w wpisach rzeczoznawcy.Wszystkie szyby orginał.Auto w ciągłej eksploatacji.Stan jak na zdjęciach.Zapraszam do kontaktu",28900,True,Seria 3,1987,Benzyna,137000,1800.0,Automatyczna,Polska,
24,1035448788,https://www.olx.pl/d/oferta/bmw-530i-e60-lift-automat-2008r-CID5-ID184DvU.html,BMW 530i E60 lift automat 2008r,"AUTO.OPG - Najlepsze oferty samochodów!.Możliwość dostawy auta pod dom !.Na sprzedaż BMW 530i E60.Rok produkcji: 2008.Silnik: 3.0.Paliwo: benzyna.Przebieg: 349000km.Skrzynia biegów: automat.Cena: 15900 PLN.Samochód w dobrym stanie, serwisowany na bieżąco. Idealny do codziennego użytku.Silnik i skrzynia pracuje bez zarzutu. Opłaty są ..Zadzwoń pod numer telefonu podany niżej..Adres: Chyliczkowska 13a, Piaseczno, Polska.- dostawa auta pod dom ! ( do 50km w cenie auta ).- możliwość zostawienia auta w rozliczeniu.-Skup , zamiana.-wystawienie faktury VAT , kupujący zwolniony od podatku 2%.-możliwość sprawdzenia auta na stacji diagnostycznej..Pytania? Nie znalazłeś potrzebnego punktu - zadzwoń lub napisz wiadomość prywatną.",15900,False,Seria 5,2008,Benzyna,349000,2998.0,Automatyczna,Polska,272.0
25,1035188615,https://www.olx.pl/d/oferta/bmw-e39-2-5-sedan-manual-CID5-ID183xQz.html,BMW E39 2.5 Sedan Manual,"Na sprzedaż mocno doinwestowana przez ostatni rok ""Niemiecka Piątka"".Bmw e39 z silnikiem benzynowym 2.5 litra z instalacją LPG ważną jeszcze 8 lat. Opłaty do grudnia..""Babcia"" ma swoje lata, ale ma pełną moc i dobrze jeździ na benzynie zarówno i na gazie.Przez okres jak ją mam wymieniono:.-Przeplywomierz.-Uszczelki dolotu i pokrywy silnika.-Pelny serwis filtrów(kabinowy, silnika, paliwa i oleju) z 800 km temu.-Wentylator kabinowy i ""jeżyk"".-Pelny serwis układu ABS zarówno z czujnikami..-Cotton eyes.-Grzane dupki.-Dwustrefowy klimat.-Ładne felgi 15cali.-Świeżo nabita klima, mrozi.-Drążki kierownicze wraz z osłonami.-Wachacze przód.-Kompletny serwis ręcznego, nowe tarcze.-Wentylowane przednie hamulce większe od fabrycznych.Z minusów:.-Podłoga zdrowa, ale miejsca pod lewarek potrzebują uwagi.-Bezbarwny lakier schodzi z maski.-Klapa bagażnika dziurawa:(.-Falują obroty na benzynie.Autko warto uwagi, doinwestowane na więcej 6k złotówek:)",7000,True,Seria 5,1997,LPG,397500,2500.0,Manualna,Niemcy,170.0
